Day,Month,Year,Hour,PT08.S1(CO),C6H6(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S4(NO2),AQI_Label
5,5,2004,8,1449.0,22.0,1452.0,1350.0,2264.0,4
5,5,2004,9,1384.0,18.9,1307.0,1265.0,2143.0,4
5,5,2004,10,1172.0,13.0,1102.0,1085.0,1876.0,3
5,5,2004,11,1143.0,13.0,1083.0,1083.0,1887.0,3
5,5,2004,12,1167.0,14.5,1083.0,1134.0,1920.0,4
5,5,2004,13,1303.0,19.7,1236.0,1288.0,2116.0,4
5,5,2004,14,1264.0,19.4,1223.0,1279.0,2049.0,4
5,5,2004,15,1242.0,16.4,1175.0,1193.0,1945.0,4
5,5,2004,16,1070.0,11.2,933.0,1022.0,1740.0,3
5,5,2004,17,981.0,10.0,835.0,978.0,1682.0,3
5,5,2004,18,1198.0,14.6,1291.0,1136.0,1870.0,3
5,5,2004,19,1000.0,8.5,802.0,918.0,1661.0,2
5,5,2004,20,1110.0,9.2,842.0,949.0,1733.0,3
5,5,2004,21,1023.0,6.9,744.0,854.0,1637.0,2
5,5,2004,22,861.0,3.7,500.0,695.0,1438.0,1
5,5,2004,23,969.0,4.9,560.0,760.0,1518.0,2
6,5,2004,0,898.0,4.6,589.0,741.0,1468.0,2
6,5,2004,1,835.0,3.4,488.0,674.0,1416.0,1
6,5,2004,2,766.0,1.2,387.0,523.0,1310.0,1
6,5,2004,3,743.0,1.0,355.0,502.0,1292.0,1
6,5,2004,4,758.0,1.2,351.0,517.0,1294.0,1
6,5,2004,5,804.0,2.3,420.0,604.0,1357.0,1
6,5,2004,6,948.0,6.1,695.0,817.0,1546.0,2
6,5,2004,7,1204.0,16.8,1139.0,1205.0,1984.0,4
6,5,2004,8,1231.0,20.3,1315.0,1304.0,2029.0,4
6,5,2004,9,1176.0,16.4,1217.0,1191.0,1836.0,3
6,5,2004,10,1043.0,12.5,1014.0,1066.0,1692.0,3
6,5,2004,11,992.0,9.8,884.0,970.0,1624.0,2
6,5,2004,12,885.0,5.2,524.0,772.0,1450.0,1
6,5,2004,13,991.0,8.9,644.0,937.0,1581.0,2
6,5,2004,14,1182.0,14.1,1032.0,1119.0,1831.0,3
6,5,2004,15,1191.0,12.7,1038.0,1074.0,1816.0,3
6,5,2004,16,1272.0,14.6,1077.0,1136.0,1869.0,3
6,5,2004,17,1138.0,12.4,983.0,1063.0,1728.0,3
6,5,2004,18,1008.0,9.4,834.0,954.0,1626.0,2
6,5,2004,19,1075.0,11.0,949.0,1015.0,1722.0,3
6,5,2004,20,1034.0,8.9,941.0,935.0,1605.0,2
6,5,2004,21,934.0,6.6,756.0,841.0,1497.0,2
6,5,2004,22,883.0,3.9,655.0,705.0,1422.0,1
6,5,2004,23,1021.0,7.3,805.0,871.0,1586.0,2
7,5,2004,0,1059.0,8.2,970.0,907.0,1579.0,2
7,5,2004,1,1023.0,7.5,969.0,878.0,1568.0,2
7,5,2004,2,855.0,3.3,671.0,669.0,1427.0,1
7,5,2004,3,826.0,2.4,575.0,616.0,1384.0,1
7,5,2004,4,831.0,2.2,535.0,602.0,1386.0,1
7,5,2004,5,817.0,2.8,489.0,639.0,1364.0,1
7,5,2004,6,972.0,7.5,689.0,880.0,1590.0,2
7,5,2004,7,1200.0,19.8,1196.0,1290.0,2014.0,4
7,5,2004,8,1234.0,22.1,1266.0,1355.0,2095.0,4
7,5,2004,9,1164.0,15.0,1130.0,1148.0,1824.0,3
7,5,2004,10,976.0,9.3,834.0,952.0,1582.0,2
7,5,2004,11,844.0,6.3,536.0,825.0,1405.0,1
7,5,2004,12,851.0,8.2,545.0,906.0,1418.0,1
7,5,2004,13,926.0,10.9,720.0,1010.0,1526.0,2
7,5,2004,14,890.0,9.3,655.0,950.0,1460.0,2
7,5,2004,15,921.0,8.4,614.0,914.0,1481.0,2
7,5,2004,16,1052.0,9.4,725.0,956.0,1600.0,2
7,5,2004,17,1247.0,17.9,1036.0,1238.0,1948.0,4
7,5,2004,18,1205.0,17.4,1127.0,1222.0,1911.0,4
7,5,2004,19,1016.0,10.5,854.0,995.0,1642.0,2
7,5,2004,20,984.0,7.5,792.0,879.0,1527.0,2
7,5,2004,21,1041.0,8.0,891.0,898.0,1595.0,2
7,5,2004,22,1027.0,7.7,876.0,887.0,1568.0,2
7,5,2004,23,1025.0,7.3,851.0,869.0,1531.0,2
8,5,2004,0,984.0,6.4,787.0,829.0,1516.0,2
8,5,2004,1,969.0,5.6,711.0,791.0,1446.0,1
8,5,2004,2,758.0,1.5,396.0,546.0,1252.0,1
8,5,2004,3,767.0,1.5,375.0,547.0,1239.0,0
8,5,2004,4,772.0,1.2,343.0,518.0,1202.0,0
8,5,2004,5,831.0,1.6,401.0,557.0,1257.0,1
8,5,2004,6,871.0,2.6,518.0,628.0,1329.0,1
8,5,2004,7,995.0,5.9,685.0,808.0,1479.0,2
8,5,2004,8,1093.0,8.5,939.0,918.0,1589.0,2
8,5,2004,9,1079.0,7.7,974.0,885.0,1588.0,2
8,5,2004,10,1084.0,6.9,959.0,852.0,1575.0,2
8,5,2004,11,1204.0,10.1,1067.0,982.0,1739.0,3
8,5,2004,12,1213.0,11.1,1061.0,1018.0,1778.0,3
8,5,2004,13,1124.0,9.2,1008.0,949.0,1671.0,3
8,5,2004,14,945.0,4.3,637.0,726.0,1432.0,1
8,5,2004,15,964.0,6.5,647.0,833.0,1489.0,2
8,5,2004,16,903.0,5.4,523.0,786.0,1375.0,1
8,5,2004,17,918.0,7.1,539.0,863.0,1408.0,1
8,5,2004,18,1028.0,9.5,649.0,961.0,1502.0,2
8,5,2004,19,1175.0,17.0,1071.0,1209.0,1829.0,3
8,5,2004,20,1215.0,15.4,1237.0,1161.0,1802.0,3
8,5,2004,21,1072.0,9.9,1018.0,976.0,1603.0,2
8,5,2004,22,1070.0,9.3,966.0,952.0,1573.0,2
8,5,2004,23,1021.0,6.9,901.0,853.0,1457.0,1
9,5,2004,0,1063.0,7.1,949.0,859.0,1519.0,2
9,5,2004,1,1068.0,9.0,1057.0,938.0,1575.0,2
9,5,2004,2,993.0,8.3,989.0,913.0,1601.0,2
9,5,2004,3,1034.0,8.7,1005.0,928.0,1619.0,2
9,5,2004,4,1025.0,8.4,1003.0,914.0,1605.0,2
9,5,2004,5,1036.0,8.1,1087.0,902.0,1558.0,2
9,5,2004,6,924.0,5.2,909.0,774.0,1460.0,2
9,5,2004,7,922.0,4.5,882.0,737.0,1414.0,1
9,5,2004,8,830.0,2.6,568.0,625.0,1303.0,1
9,5,2004,9,947.0,4.8,620.0,752.0,1434.0,1
9,5,2004,10,977.0,4.5,686.0,737.0,1450.0,1
9,5,2004,11,1025.0,4.9,700.0,761.0,1476.0,2
9,5,2004,12,1040.0,5.8,780.0,804.0,1502.0,2
9,5,2004,13,1013.0,4.1,558.0,718.0,1492.0,2
9,5,2004,14,1035.0,4.8,608.0,755.0,1521.0,2
9,5,2004,15,1086.0,7.0,754.0,859.0,1595.0,2
9,5,2004,16,967.0,4.8,544.0,753.0,1420.0,1
9,5,2004,17,968.0,5.4,550.0,785.0,1446.0,1
9,5,2004,18,1004.0,6.3,627.0,827.0,1465.0,2
9,5,2004,19,1132.0,10.1,877.0,981.0,1614.0,2
9,5,2004,20,1121.0,10.2,981.0,985.0,1625.0,2
9,5,2004,21,1068.0,8.4,832.0,917.0,1570.0,2
9,5,2004,22,1123.0,8.9,941.0,937.0,1606.0,2
9,5,2004,23,1101.0,8.8,1022.0,933.0,1600.0,2
10,5,2004,0,997.0,6.5,888.0,835.0,1501.0,2
10,5,2004,1,875.0,3.0,683.0,654.0,1375.0,1
10,5,2004,2,815.0,1.8,534.0,569.0,1344.0,1
10,5,2004,3,803.0,1.3,489.0,531.0,1318.0,1
10,5,2004,4,829.0,1.8,562.0,570.0,1357.0,1
10,5,2004,5,867.0,2.6,652.0,625.0,1385.0,1
10,5,2004,6,1118.0,9.8,1019.0,970.0,1705.0,3
10,5,2004,7,1632.0,31.5,1678.0,1587.0,2459.0,4
10,5,2004,8,1598.0,35.2,1749.0,1668.0,2617.0,4
10,5,2004,9,1378.0,20.2,1494.0,1303.0,2051.0,4
10,5,2004,10,1132.0,13.4,1186.0,1096.0,1808.0,3
10,5,2004,11,1108.0,11.7,1051.0,1040.0,1748.0,3
10,5,2004,12,1131.0,13.4,1027.0,1097.0,1797.0,3
10,5,2004,13,1105.0,12.9,981.0,1080.0,1758.0,3
10,5,2004,14,1120.0,13.4,976.0,1096.0,1767.0,3
10,5,2004,15,1100.0,13.7,932.0,1108.0,1731.0,3
10,5,2004,16,1098.0,14.2,871.0,1124.0,1716.0,3
10,5,2004,17,1137.0,17.8,990.0,1234.0,1824.0,3
10,5,2004,18,1267.0,22.0,1196.0,1352.0,1961.0,4
10,5,2004,19,1319.0,24.4,1329.0,1413.0,2050.0,4
10,5,2004,20,1160.0,16.3,1151.0,1189.0,1824.0,3
10,5,2004,21,1084.0,12.4,1031.0,1063.0,1703.0,3
10,5,2004,22,1025.0,9.6,917.0,963.0,1621.0,2
10,5,2004,23,953.0,6.4,860.0,830.0,1521.0,2
11,5,2004,0,959.0,6.0,910.0,812.0,1518.0,2
11,5,2004,1,834.0,2.8,699.0,637.0,1362.0,1
11,5,2004,2,787.0,1.6,596.0,549.0,1317.0,1
11,5,2004,3,799.0,1.6,643.0,555.0,1320.0,1
11,5,2004,4,807.0,1.8,704.0,571.0,1335.0,1
11,5,2004,5,866.0,3.6,741.0,686.0,1405.0,1
11,5,2004,6,1035.0,8.4,968.0,917.0,1606.0,2
11,5,2004,7,1469.0,27.5,1561.0,1491.0,2301.0,4
11,5,2004,8,1553.0,31.0,1779.0,1575.0,2423.0,4
11,5,2004,9,1513.0,26.0,1822.0,1455.0,2182.0,4
11,5,2004,10,1395.0,22.6,1675.0,1368.0,2032.0,4
11,5,2004,11,1209.0,18.3,1295.0,1248.0,1891.0,4
11,5,2004,12,1142.0,13.9,1091.0,1115.0,1735.0,3
11,5,2004,13,1140.0,14.4,1023.0,1129.0,1728.0,3
11,5,2004,14,1105.0,11.6,877.0,1035.0,1643.0,2
11,5,2004,15,1131.0,12.2,931.0,1058.0,1664.0,2
11,5,2004,16,1162.0,12.4,913.0,1064.0,1675.0,3
11,5,2004,17,1336.0,21.1,1255.0,1326.0,1923.0,4
11,5,2004,18,1533.0,29.9,1571.0,1549.0,2233.0,4
11,5,2004,19,1650.0,34.3,1779.0,1649.0,2345.0,4
11,5,2004,20,1535.0,26.1,1735.0,1458.0,2120.0,4
11,5,2004,21,1382.0,18.1,1511.0,1243.0,1941.0,4
11,5,2004,22,1335.0,14.2,1424.0,1122.0,1840.0,3
11,5,2004,23,1267.0,12.4,1348.0,1064.0,1766.0,3
12,5,2004,0,1122.0,8.7,1174.0,926.0,1619.0,2
12,5,2004,1,986.0,5.2,947.0,771.0,1518.0,2
12,5,2004,2,966.0,4.6,935.0,744.0,1511.0,2
12,5,2004,3,919.0,3.1,838.0,661.0,1468.0,2
12,5,2004,4,872.0,2.7,768.0,632.0,1403.0,1
12,5,2004,5,967.0,4.7,881.0,749.0,1517.0,2
12,5,2004,6,1152.0,9.6,1096.0,964.0,1705.0,3
12,5,2004,7,1500.0,23.6,1495.0,1393.0,2163.0,4
12,5,2004,8,1754.0,37.4,1895.0,1716.0,2667.0,4
12,5,2004,9,1558.0,26.6,1758.0,1469.0,2281.0,4
12,5,2004,10,1446.0,22.0,1630.0,1350.0,2140.0,4
12,5,2004,11,1349.0,17.9,1530.0,1236.0,1964.0,4
12,5,2004,12,1452.0,22.7,1622.0,1371.0,2138.0,4
12,5,2004,13,1676.0,29.3,1828.0,1534.0,2413.0,4
12,5,2004,14,1327.0,14.7,1323.0,1139.0,1894.0,4
12,5,2004,15,1248.0,12.6,1188.0,1072.0,1797.0,3
12,5,2004,16,1250.0,12.7,1166.0,1074.0,1806.0,3
12,5,2004,17,1222.0,13.0,1108.0,1084.0,1797.0,3
12,5,2004,18,1159.0,13.4,995.0,1097.0,1709.0,3
12,5,2004,19,1192.0,14.8,1108.0,1143.0,1767.0,3
12,5,2004,20,1074.0,9.4,956.0,954.0,1570.0,2
12,5,2004,21,984.0,6.9,817.0,851.0,1452.0,1
12,5,2004,22,970.0,5.2,658.0,773.0,1425.0,1
12,5,2004,23,987.0,5.7,658.0,800.0,1462.0,2
13,5,2004,0,1003.0,6.5,748.0,836.0,1455.0,1
13,5,2004,1,933.0,4.7,569.0,747.0,1405.0,1
13,5,2004,2,859.0,2.5,445.0,620.0,1316.0,1
13,5,2004,3,815.0,1.4,379.0,538.0,1272.0,1
13,5,2004,4,792.0,1.0,354.0,501.0,1252.0,1
13,5,2004,5,835.0,1.7,407.0,560.0,1317.0,1
13,5,2004,6,975.0,4.5,611.0,736.0,1459.0,2
13,5,2004,7,1133.0,9.4,944.0,957.0,1652.0,2
13,5,2004,8,1347.0,17.9,1328.0,1237.0,1984.0,4
13,5,2004,9,1122.0,10.6,1085.0,1000.0,1663.0,2
13,5,2004,10,1152.0,11.0,1139.0,1014.0,1714.0,3
13,5,2004,11,1020.0,7.2,799.0,866.0,1554.0,2
13,5,2004,12,1066.0,8.7,804.0,927.0,1608.0,2
13,5,2004,13,1105.0,11.1,930.0,1016.0,1736.0,3
13,5,2004,14,1056.0,7.9,771.0,894.0,1576.0,2
13,5,2004,15,1084.0,9.8,845.0,970.0,1626.0,2
13,5,2004,16,1288.0,16.4,1192.0,1191.0,1910.0,4
13,5,2004,17,1390.0,22.6,1494.0,1368.0,2092.0,4
13,5,2004,18,1374.0,20.2,1457.0,1303.0,2036.0,4
13,5,2004,19,1378.0,21.7,1489.0,1342.0,2076.0,4
13,5,2004,20,1428.0,21.2,1602.0,1329.0,2102.0,4
13,5,2004,21,1336.0,15.9,1468.0,1176.0,1891.0,4
13,5,2004,22,1234.0,12.0,1274.0,1049.0,1733.0,3
13,5,2004,23,1300.0,17.4,1401.0,1221.0,1946.0,4
14,5,2004,0,1246.0,15.0,1354.0,1150.0,1873.0,3
14,5,2004,1,1141.0,11.1,1188.0,1017.0,1690.0,3
14,5,2004,2,1014.0,6.9,975.0,853.0,1538.0,2
14,5,2004,3,938.0,5.1,816.0,769.0,1463.0,2
14,5,2004,4,988.0,6.1,921.0,814.0,1512.0,2
14,5,2004,5,983.0,6.5,1012.0,833.0,1524.0,2
14,5,2004,6,1033.0,8.4,905.0,917.0,1617.0,2
14,5,2004,7,1388.0,22.8,1449.0,1372.0,2105.0,4
14,5,2004,8,1512.0,29.1,1725.0,1530.0,2326.0,4
14,5,2004,9,1148.0,13.6,1301.0,1104.0,1713.0,3
14,5,2004,10,1095.0,11.1,1181.0,1019.0,1618.0,2
14,5,2004,11,987.0,10.0,962.0,979.0,1515.0,2
14,5,2004,12,984.0,10.5,862.0,998.0,1523.0,2
14,5,2004,13,1072.0,13.0,1017.0,1084.0,1622.0,2
14,5,2004,14,1048.0,12.5,993.0,1068.0,1573.0,2
14,5,2004,15,1042.0,11.4,879.0,1029.0,1540.0,2
14,5,2004,16,1113.0,13.1,926.0,1086.0,1584.0,2
14,5,2004,17,1146.0,14.9,1011.0,1145.0,1647.0,2
14,5,2004,18,1239.0,19.1,1380.0,1272.0,1790.0,3
14,5,2004,19,1302.0,21.8,1698.0,1346.0,1880.0,4
14,5,2004,20,1181.0,16.1,1432.0,1183.0,1711.0,3
14,5,2004,21,1068.0,11.6,1217.0,1037.0,1567.0,2
14,5,2004,22,1135.0,12.4,1317.0,1065.0,1630.0,3
14,5,2004,23,1121.0,10.4,1255.0,992.0,1505.0,2
15,5,2004,0,1131.0,9.7,1223.0,965.0,1520.0,2
15,5,2004,1,947.0,5.7,930.0,798.0,1395.0,1
15,5,2004,2,935.0,5.4,954.0,786.0,1389.0,1
15,5,2004,3,941.0,5.6,889.0,792.0,1397.0,1
15,5,2004,4,867.0,4.4,808.0,734.0,1324.0,1
15,5,2004,5,839.0,2.8,643.0,638.0,1271.0,1
15,5,2004,6,873.0,3.9,756.0,704.0,1322.0,1
15,5,2004,7,1065.0,9.1,1067.0,942.0,1576.0,2
15,5,2004,8,1187.0,13.6,1391.0,1104.0,1721.0,3
15,5,2004,9,1249.0,15.8,1486.0,1174.0,1774.0,3
15,5,2004,10,1157.0,12.7,1327.0,1072.0,1653.0,3
15,5,2004,11,988.0,8.6,835.0,924.0,1463.0,2
15,5,2004,12,1025.0,9.4,834.0,955.0,1457.0,1
15,5,2004,13,997.0,9.2,815.0,947.0,1460.0,2
15,5,2004,14,916.0,6.4,621.0,829.0,1333.0,1
15,5,2004,15,965.0,8.3,643.0,910.0,1389.0,1
15,5,2004,16,985.0,8.1,712.0,903.0,1437.0,1
15,5,2004,17,1026.0,8.5,746.0,920.0,1455.0,1
15,5,2004,18,1125.0,11.0,991.0,1016.0,1564.0,2
15,5,2004,19,1159.0,12.1,1046.0,1054.0,1603.0,2
15,5,2004,20,1284.0,15.0,1304.0,1149.0,1725.0,3
15,5,2004,21,1101.0,10.2,1100.0,986.0,1574.0,2
15,5,2004,22,1101.0,9.9,1001.0,972.0,1552.0,2
15,5,2004,23,1183.0,12.0,1290.0,1049.0,1594.0,3
16,5,2004,0,1132.0,10.5,1205.0,996.0,1564.0,2
16,5,2004,1,998.0,7.1,1045.0,859.0,1450.0,2
16,5,2004,2,911.0,4.6,739.0,743.0,1370.0,1
16,5,2004,3,875.0,4.2,683.0,721.0,1328.0,1
16,5,2004,4,808.0,2.6,573.0,630.0,1256.0,1
16,5,2004,5,792.0,2.2,564.0,599.0,1235.0,0
16,5,2004,6,822.0,2.0,602.0,581.0,1256.0,1
16,5,2004,7,918.0,4.2,785.0,721.0,1353.0,1
16,5,2004,8,975.0,5.2,878.0,774.0,1393.0,1
16,5,2004,9,1047.0,8.2,981.0,908.0,1458.0,1
16,5,2004,10,1053.0,9.8,991.0,970.0,1473.0,2
16,5,2004,11,1017.0,7.9,780.0,897.0,1400.0,1
16,5,2004,12,1021.0,7.7,684.0,889.0,1405.0,1
16,5,2004,13,941.0,4.8,468.0,753.0,1311.0,1
16,5,2004,14,991.0,5.3,468.0,776.0,1375.0,1
16,5,2004,15,1117.0,7.1,530.0,862.0,1476.0,2
16,5,2004,16,1217.0,9.2,648.0,947.0,1566.0,2
16,5,2004,17,1248.0,10.1,746.0,982.0,1617.0,3
16,5,2004,18,1242.0,9.9,819.0,973.0,1632.0,3
16,5,2004,19,1403.0,15.1,1125.0,1151.0,1820.0,3
16,5,2004,20,1238.0,10.6,1013.0,999.0,1648.0,3
16,5,2004,21,1093.0,7.0,816.0,858.0,1495.0,2
16,5,2004,22,1034.0,5.9,750.0,805.0,1416.0,1
16,5,2004,23,934.0,5.6,673.0,795.0,1328.0,1
17,5,2004,0,913.0,5.4,692.0,785.0,1273.0,1
17,5,2004,1,835.0,3.7,517.0,691.0,1182.0,0
17,5,2004,2,773.0,1.8,392.0,568.0,1113.0,0
17,5,2004,3,771.0,1.4,360.0,533.0,1110.0,0
17,5,2004,4,805.0,1.4,409.0,534.0,1112.0,0
17,5,2004,5,930.0,3.5,779.0,684.0,1220.0,1
17,5,2004,6,1009.0,7.0,1016.0,859.0,1420.0,2
17,5,2004,7,1196.0,14.4,1243.0,1131.0,1675.0,3
17,5,2004,8,1010.0,8.9,949.0,937.0,1444.0,1
17,5,2004,9,990.0,8.6,861.0,924.0,1404.0,1
17,5,2004,10,988.0,8.5,850.0,918.0,1393.0,1
17,5,2004,11,979.0,8.3,788.0,910.0,1396.0,1
17,5,2004,12,1029.0,10.1,879.0,983.0,1470.0,2
17,5,2004,13,984.0,9.1,747.0,945.0,1423.0,1
17,5,2004,14,985.0,8.5,700.0,919.0,1387.0,1
17,5,2004,15,981.0,7.7,695.0,886.0,1363.0,1
17,5,2004,16,1020.0,9.0,756.0,941.0,1425.0,1
17,5,2004,17,1106.0,13.4,941.0,1097.0,1552.0,2
17,5,2004,18,1153.0,15.6,1021.0,1168.0,1644.0,2
17,5,2004,19,1215.0,17.8,1167.0,1234.0,1735.0,3
17,5,2004,20,1094.0,12.7,1105.0,1072.0,1545.0,2
17,5,2004,21,944.0,6.4,712.0,832.0,1350.0,1
17,5,2004,22,964.0,7.1,735.0,861.0,1398.0,1
17,5,2004,23,1003.0,7.4,851.0,872.0,1439.0,1
18,5,2004,0,914.0,5.2,706.0,774.0,1323.0,1
18,5,2004,1,839.0,2.4,643.0,609.0,1286.0,1
18,5,2004,2,830.0,2.0,608.0,582.0,1264.0,1
18,5,2004,3,812.0,1.2,469.0,521.0,1233.0,0
18,5,2004,4,832.0,1.5,469.0,547.0,1254.0,1
18,5,2004,5,903.0,3.1,618.0,656.0,1361.0,1
18,5,2004,6,1022.0,6.3,931.0,825.0,1487.0,2
18,5,2004,7,1378.0,19.3,1519.0,1277.0,1970.0,4
18,5,2004,8,1745.0,38.9,2054.0,1748.0,2605.0,4
18,5,2004,9,1326.0,14.6,1550.0,1137.0,1760.0,3
18,5,2004,10,1215.0,12.3,1381.0,1062.0,1650.0,3
18,5,2004,11,1138.0,11.0,1115.0,1015.0,1604.0,2
18,5,2004,12,1244.0,15.4,1189.0,1162.0,1735.0,3
18,5,2004,13,1261.0,17.0,1200.0,1210.0,1769.0,3
18,5,2004,14,1182.0,12.5,965.0,1066.0,1663.0,2
18,5,2004,15,1208.0,13.8,1018.0,1111.0,1653.0,2
18,5,2004,16,1158.0,10.1,775.0,981.0,1573.0,2
18,5,2004,17,1346.0,19.3,1193.0,1278.0,1873.0,3
18,5,2004,18,1443.0,22.7,1425.0,1371.0,1988.0,4
18,5,2004,19,1440.0,25.5,1594.0,1443.0,2068.0,4
18,5,2004,20,1232.0,15.8,1284.0,1173.0,1750.0,3
18,5,2004,21,1159.0,12.3,1174.0,1061.0,1648.0,2
18,5,2004,22,1081.0,8.7,937.0,929.0,1518.0,2
18,5,2004,23,1083.0,8.3,985.0,911.0,1507.0,2
19,5,2004,0,1069.0,7.7,1041.0,887.0,1542.0,2
19,5,2004,1,940.0,4.2,867.0,724.0,1407.0,1
19,5,2004,2,901.0,3.0,822.0,653.0,1367.0,1
19,5,2004,3,848.0,1.8,624.0,571.0,1297.0,1
19,5,2004,4,846.0,2.2,669.0,598.0,1332.0,1
19,5,2004,5,848.0,2.2,628.0,598.0,1318.0,1
19,5,2004,6,980.0,5.7,810.0,800.0,1462.0,2
19,5,2004,7,1408.0,20.9,1495.0,1321.0,2044.0,4
19,5,2004,8,1716.0,36.7,2018.0,1701.0,2545.0,4
19,5,2004,9,1475.0,22.0,1696.0,1351.0,2006.0,4
19,5,2004,10,1262.0,13.4,1340.0,1096.0,1711.0,3
19,5,2004,11,1156.0,11.5,1123.0,1034.0,1640.0,2
19,5,2004,12,1192.0,13.4,971.0,1097.0,1688.0,3
19,5,2004,13,1233.0,15.2,1000.0,1154.0,1740.0,3
19,5,2004,14,1208.0,13.0,891.0,1083.0,1702.0,3
19,5,2004,15,1215.0,14.0,852.0,1116.0,1715.0,3
19,5,2004,16,1251.0,15.5,975.0,1165.0,1774.0,3
19,5,2004,17,1358.0,19.3,1192.0,1278.0,1899.0,4
19,5,2004,18,1379.0,21.9,1373.0,1349.0,1961.0,4
19,5,2004,19,1379.0,21.1,1307.0,1326.0,1961.0,4
19,5,2004,20,1373.0,18.4,1325.0,1252.0,1889.0,4
19,5,2004,21,1197.0,9.3,918.0,950.0,1592.0,2
19,5,2004,22,1238.0,9.0,877.0,940.0,1622.0,3
19,5,2004,23,1255.0,9.6,1024.0,963.0,1665.0,3
20,5,2004,0,1164.0,8.2,1019.0,908.0,1574.0,2
20,5,2004,1,1046.0,5.8,823.0,803.0,1490.0,2
20,5,2004,2,956.0,3.1,701.0,661.0,1398.0,1
20,5,2004,3,885.0,1.7,542.0,565.0,1329.0,1
20,5,2004,4,877.0,1.6,463.0,549.0,1317.0,1
20,5,2004,5,925.0,2.3,533.0,609.0,1363.0,1
20,5,2004,6,1086.0,6.6,906.0,837.0,1553.0,2
20,5,2004,7,1490.0,19.6,1447.0,1286.0,2053.0,4
20,5,2004,8,1763.0,32.9,1835.0,1617.0,2503.0,4
20,5,2004,9,1462.0,18.1,1552.0,1242.0,1961.0,4
20,5,2004,10,1232.0,12.4,1092.0,1062.0,1707.0,3
20,5,2004,11,1239.0,12.5,1071.0,1067.0,1702.0,3
20,5,2004,12,1218.0,12.0,881.0,1051.0,1689.0,3
20,5,2004,13,1235.0,13.3,907.0,1094.0,1729.0,3
20,5,2004,14,1196.0,12.3,899.0,1061.0,1649.0,2
20,5,2004,15,1288.0,16.0,1074.0,1179.0,1799.0,3
20,5,2004,16,1248.0,13.7,969.0,1108.0,1701.0,3
20,5,2004,17,1401.0,21.7,1267.0,1342.0,1959.0,4
20,5,2004,18,1401.0,23.7,1402.0,1396.0,2009.0,4
20,5,2004,19,1444.0,22.1,1437.0,1354.0,1956.0,4
20,5,2004,20,1379.0,20.6,1382.0,1312.0,1870.0,3
20,5,2004,21,1251.0,13.4,1280.0,1097.0,1680.0,3
20,5,2004,22,1269.0,12.8,1250.0,1077.0,1706.0,3
20,5,2004,23,1242.0,12.3,1359.0,1060.0,1693.0,3
21,5,2004,0,1045.0,6.8,1102.0,850.0,1506.0,2
21,5,2004,1,937.0,3.8,768.0,698.0,1382.0,1
21,5,2004,2,875.0,2.5,656.0,622.0,1331.0,1
21,5,2004,3,889.0,2.7,683.0,633.0,1344.0,1
21,5,2004,4,888.0,2.8,670.0,640.0,1330.0,1
21,5,2004,5,881.0,2.6,656.0,624.0,1319.0,1
21,5,2004,6,998.0,7.0,926.0,856.0,1488.0,2
21,5,2004,7,1517.0,26.2,1677.0,1460.0,2205.0,4
21,5,2004,8,1522.0,28.2,1828.0,1509.0,2275.0,4
21,5,2004,9,1417.0,20.2,1752.0,1303.0,1964.0,4
21,5,2004,10,1329.0,17.1,1581.0,1214.0,1845.0,4
21,5,2004,11,1203.0,11.2,1132.0,1023.0,1622.0,2
21,5,2004,12,1234.0,11.6,1037.0,1037.0,1658.0,3
21,5,2004,13,1286.0,13.2,1023.0,1090.0,1719.0,3
21,5,2004,14,1298.0,12.7,1022.0,1075.0,1690.0,3
21,5,2004,15,1308.0,13.0,989.0,1084.0,1724.0,3
21,5,2004,16,1276.0,13.5,925.0,1099.0,1680.0,3
21,5,2004,17,1234.0,10.2,795.0,985.0,1572.0,3
21,5,2004,18,1419.0,20.1,1263.0,1300.0,1923.0,4
21,5,2004,19,1325.0,19.1,1184.0,1273.0,1815.0,3
21,5,2004,20,1346.0,17.5,1272.0,1224.0,1794.0,3
21,5,2004,21,1241.0,13.8,1177.0,1110.0,1698.0,3
21,5,2004,22,1274.0,13.3,1231.0,1094.0,1682.0,3
21,5,2004,23,1321.0,14.8,1243.0,1144.0,1745.0,3
22,5,2004,0,1424.0,18.0,1427.0,1240.0,1841.0,4
22,5,2004,1,1357.0,16.0,1454.0,1178.0,1782.0,3
22,5,2004,2,1123.0,9.7,1183.0,966.0,1594.0,2
22,5,2004,3,1003.0,6.2,908.0,820.0,1455.0,1
22,5,2004,4,951.0,4.0,821.0,713.0,1385.0,1
22,5,2004,5,941.0,3.6,777.0,687.0,1374.0,1
22,5,2004,6,986.0,4.6,888.0,745.0,1426.0,1
22,5,2004,7,1153.0,9.2,1076.0,947.0,1643.0,2
22,5,2004,8,1323.0,14.6,1285.0,1137.0,1846.0,3
22,5,2004,9,1315.0,11.7,1315.0,1040.0,1740.0,3
22,5,2004,10,1303.0,11.0,1250.0,1015.0,1731.0,3
22,5,2004,11,1238.0,11.6,978.0,1037.0,1698.0,3
22,5,2004,12,1259.0,12.9,1072.0,1080.0,1736.0,3
22,5,2004,13,1246.0,12.6,1064.0,1070.0,1747.0,3
22,5,2004,14,1154.0,8.3,825.0,912.0,1605.0,2
