id,NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),AH,Year,Month,Day,DayOfWeek,Hour,result
2161,0.0,23.6,202.0,161.0,1.2502,2004.0,6.0,8.0,1.0,18,2
2162,0.0,25.0,255.0,170.0,1.1832,2004.0,6.0,8.0,1.0,19,2
2163,0.0,21.6,210.0,143.0,1.1761,2004.0,6.0,8.0,1.0,20,2
2164,0.0,15.7,157.0,123.0,1.2233,2004.0,6.0,8.0,1.0,21,2
2165,0.0,10.9,96.0,89.0,1.291,2004.0,6.0,8.0,1.0,22,1
2166,0.0,8.1,59.0,67.0,1.2809,2004.0,6.0,8.0,1.0,23,1
2167,0.0,10.2,81.0,81.0,1.3033,2004.0,6.0,9.0,2.0,0,1
2168,0.0,7.5,40.0,54.0,1.3151,2004.0,6.0,9.0,2.0,1,0
2169,0.0,5.8,42.0,57.0,1.3486,2004.0,6.0,9.0,2.0,2,0
2170,0.0,3.8,0.0,0.0,1.3199,2004.0,6.0,9.0,2.0,3,0
2171,0.0,3.3,31.0,51.0,1.3229,2004.0,6.0,9.0,2.0,4,0
2172,0.0,4.0,54.0,58.0,1.3204,2004.0,6.0,9.0,2.0,5,0
2173,0.0,8.1,88.0,69.0,1.3073,2004.0,6.0,9.0,2.0,6,0
2174,0.0,22.3,261.0,107.0,1.2981,2004.0,6.0,9.0,2.0,7,2
2175,0.0,36.9,357.0,151.0,1.3091,2004.0,6.0,9.0,2.0,8,3
2176,0.0,17.5,265.0,146.0,1.3488,2004.0,6.0,9.0,2.0,9,2
2177,0.0,19.3,247.0,165.0,1.3795,2004.0,6.0,9.0,2.0,10,2
2178,0.0,17.6,189.0,159.0,1.4069,2004.0,6.0,9.0,2.0,11,2
2179,0.0,18.6,168.0,174.0,1.4478,2004.0,6.0,9.0,2.0,12,2
2180,0.0,18.0,183.0,167.0,1.2917,2004.0,6.0,9.0,2.0,13,2
2181,0.0,14.0,157.0,137.0,1.1485,2004.0,6.0,9.0,2.0,14,2
2182,0.0,10.9,113.0,116.0,1.1896,2004.0,6.0,9.0,2.0,15,1
2183,0.0,11.1,140.0,125.0,1.0494,2004.0,6.0,9.0,2.0,16,1
2184,0.0,21.6,230.0,194.0,1.1867,2004.0,6.0,9.0,2.0,17,2
2185,0.0,27.6,277.0,222.0,1.4672,2004.0,6.0,9.0,2.0,18,2
2186,0.0,25.6,295.0,206.0,1.4213,2004.0,6.0,9.0,2.0,19,2
2187,0.0,18.6,212.0,162.0,1.3983,2004.0,6.0,9.0,2.0,20,2
2188,0.0,15.2,151.0,132.0,1.3549,2004.0,6.0,9.0,2.0,21,2
2189,0.0,11.7,110.0,107.0,1.3154,2004.0,6.0,9.0,2.0,22,1
2190,0.0,8.7,83.0,84.0,1.2822,2004.0,6.0,9.0,2.0,23,1
2191,0.0,7.6,48.0,61.0,1.2839,2004.0,6.0,10.0,3.0,0,0
2192,0.0,5.2,27.0,42.0,1.3328,2004.0,6.0,10.0,3.0,1,0
2193,0.0,5.9,48.0,66.0,1.3752,2004.0,6.0,10.0,3.0,2,0
2194,0.0,4.0,0.0,0.0,1.3565,2004.0,6.0,10.0,3.0,3,0
2196,0.0,5.4,75.0,76.0,1.3328,2004.0,6.0,10.0,3.0,5,0
2197,0.0,8.7,101.0,78.0,1.3095,2004.0,6.0,10.0,3.0,6,1
2198,0.0,19.9,214.0,104.0,1.3848,2004.0,6.0,10.0,3.0,7,2
2199,0.0,30.4,290.0,139.0,1.4152,2004.0,6.0,10.0,3.0,8,2
2200,0.0,24.6,311.0,166.0,1.4544,2004.0,6.0,10.0,3.0,9,2
2201,0.0,16.9,234.0,151.0,1.4414,2004.0,6.0,10.0,3.0,10,2
2202,0.0,13.6,157.0,134.0,1.3859,2004.0,6.0,10.0,3.0,11,2
2203,0.0,15.3,165.0,148.0,1.4806,2004.0,6.0,10.0,3.0,12,2
2204,0.0,14.1,137.0,126.0,1.502,2004.0,6.0,10.0,3.0,13,2
2205,0.0,17.0,149.0,144.0,1.3306,2004.0,6.0,10.0,3.0,14,2
2206,0.0,13.8,140.0,133.0,1.2774,2004.0,6.0,10.0,3.0,15,2
2207,0.0,13.6,139.0,139.0,1.363,2004.0,6.0,10.0,3.0,16,2
2208,0.0,21.2,221.0,178.0,1.29,2004.0,6.0,10.0,3.0,17,2
2209,0.0,25.9,318.0,206.0,1.2792,2004.0,6.0,10.0,3.0,18,2
2210,0.0,25.4,363.0,211.0,1.2923,2004.0,6.0,10.0,3.0,19,3
2211,0.0,23.6,341.0,180.0,1.2388,2004.0,6.0,10.0,3.0,20,2
2212,0.0,12.0,163.0,116.0,1.176,2004.0,6.0,10.0,3.0,21,2
2213,0.0,14.2,157.0,118.0,1.1605,2004.0,6.0,10.0,3.0,22,2
2214,0.0,14.2,202.0,115.0,1.0968,2004.0,6.0,10.0,3.0,23,2
2215,0.0,10.4,102.0,96.0,1.2065,2004.0,6.0,11.0,4.0,0,1
2216,0.0,7.5,70.0,86.0,1.1764,2004.0,6.0,11.0,4.0,1,1
2217,0.0,3.5,41.0,65.0,1.1639,2004.0,6.0,11.0,4.0,2,0
2218,0.0,2.5,0.0,0.0,1.1952,2004.0,6.0,11.0,4.0,3,0
2219,0.0,2.6,36.0,53.0,1.1553,2004.0,6.0,11.0,4.0,4,0
2220,0.0,4.0,68.0,74.0,1.1364,2004.0,6.0,11.0,4.0,5,0
2221,0.0,7.0,92.0,69.0,1.1525,2004.0,6.0,11.0,4.0,6,0
2222,0.0,24.8,332.0,131.0,1.1474,2004.0,6.0,11.0,4.0,7,2
2223,0.0,28.9,333.0,134.0,1.1667,2004.0,6.0,11.0,4.0,8,2
2224,0.0,21.5,298.0,148.0,1.1548,2004.0,6.0,11.0,4.0,9,2
2226,0.0,12.2,146.0,0.0,1.1248,2004.0,6.0,11.0,4.0,11,1
2227,0.0,13.1,120.0,111.0,1.1422,2004.0,6.0,11.0,4.0,12,1
2228,0.0,13.3,108.0,110.0,1.1389,2004.0,6.0,11.0,4.0,13,1
2229,0.0,12.5,109.0,110.0,1.0435,2004.0,6.0,11.0,4.0,14,1
2230,0.0,13.0,124.0,116.0,0.9413,2004.0,6.0,11.0,4.0,15,1
2231,0.0,12.3,127.0,120.0,0.9005,2004.0,6.0,11.0,4.0,16,1
2232,0.0,15.2,185.0,142.0,0.8323,2004.0,6.0,11.0,4.0,17,2
2233,0.0,19.1,230.0,146.0,0.7502,2004.0,6.0,11.0,4.0,18,2
2234,0.0,19.7,265.0,153.0,0.8302,2004.0,6.0,11.0,4.0,19,2
2235,0.0,18.6,261.0,158.0,0.8702,2004.0,6.0,11.0,4.0,20,2
2236,0.0,16.1,219.0,140.0,0.7962,2004.0,6.0,11.0,4.0,21,2
2237,0.0,15.0,180.0,127.0,0.7796,2004.0,6.0,11.0,4.0,22,2
2238,0.0,7.3,108.0,97.0,0.8429,2004.0,6.0,11.0,4.0,23,1
2239,0.0,8.9,98.0,91.0,0.922,2004.0,6.0,12.0,5.0,0,1
2240,0.0,6.6,57.0,68.0,0.9349,2004.0,6.0,12.0,5.0,1,0
2241,0.0,4.3,36.0,52.0,0.9467,2004.0,6.0,12.0,5.0,2,0
2242,0.0,3.2,0.0,0.0,0.9441,2004.0,6.0,12.0,5.0,3,0
2243,0.0,4.1,45.0,58.0,0.9725,2004.0,6.0,12.0,5.0,4,0
2244,0.0,6.0,87.0,78.0,1.0027,2004.0,6.0,12.0,5.0,5,0
2245,0.0,5.6,62.0,61.0,1.0524,2004.0,6.0,12.0,5.0,6,0
2246,0.0,4.8,65.0,64.0,1.0625,2004.0,6.0,12.0,5.0,7,0
2247,0.0,8.9,125.0,81.0,1.0449,2004.0,6.0,12.0,5.0,8,1
2248,0.0,13.1,157.0,92.0,1.0772,2004.0,6.0,12.0,5.0,9,1
2249,0.0,14.1,171.0,101.0,1.0884,2004.0,6.0,12.0,5.0,10,2
2250,0.0,11.2,119.0,96.0,1.1271,2004.0,6.0,12.0,5.0,11,1
2251,0.0,10.0,110.0,101.0,1.2023,2004.0,6.0,12.0,5.0,12,1
2252,0.0,9.6,95.0,91.0,1.2093,2004.0,6.0,12.0,5.0,13,1
2253,0.0,7.2,58.0,68.0,1.1995,2004.0,6.0,12.0,5.0,14,1
2254,0.0,8.6,69.0,76.0,1.2423,2004.0,6.0,12.0,5.0,15,1
2255,0.0,9.0,76.0,84.0,1.2515,2004.0,6.0,12.0,5.0,16,1
2256,0.0,7.9,63.0,76.0,1.267,2004.0,6.0,12.0,5.0,17,1
2257,0.0,6.2,51.0,61.0,1.3229,2004.0,6.0,12.0,5.0,18,1
2258,0.0,6.3,46.0,52.0,1.3919,2004.0,6.0,12.0,5.0,19,1
2259,0.0,6.3,52.0,59.0,1.3898,2004.0,6.0,12.0,5.0,20,1
2260,0.0,11.2,84.0,89.0,1.4039,2004.0,6.0,12.0,5.0,21,1
2261,0.0,12.8,130.0,113.0,1.4095,2004.0,6.0,12.0,5.0,22,2
2262,0.0,13.2,147.0,112.0,1.4135,2004.0,6.0,12.0,5.0,23,2
2263,0.0,9.2,126.0,89.0,1.4262,2004.0,6.0,13.0,6.0,0,1
2264,0.0,5.8,47.0,53.0,1.457,2004.0,6.0,13.0,6.0,1,0
2265,0.0,3.4,24.0,36.0,1.4599,2004.0,6.0,13.0,6.0,2,0
2266,0.0,4.1,0.0,0.0,1.4476,2004.0,6.0,13.0,6.0,3,0
2267,0.0,3.1,25.0,39.0,1.4499,2004.0,6.0,13.0,6.0,4,0
2268,0.0,2.2,21.0,33.0,1.4346,2004.0,6.0,13.0,6.0,5,0
2269,0.0,1.5,25.0,37.0,1.2259,2004.0,6.0,13.0,6.0,6,0
2270,0.0,1.3,25.0,36.0,1.2005,2004.0,6.0,13.0,6.0,7,0
2271,0.0,1.2,30.0,42.0,1.1152,2004.0,6.0,13.0,6.0,8,0
2272,0.0,1.7,42.0,52.0,0.9882,2004.0,6.0,13.0,6.0,9,0
2273,0.0,2.5,52.0,60.0,0.9371,2004.0,6.0,13.0,6.0,10,0
2274,0.0,2.5,62.0,74.0,0.9842,2004.0,6.0,13.0,6.0,11,0
2275,0.0,2.7,67.0,65.0,0.8921,2004.0,6.0,13.0,6.0,12,0
2276,0.0,1.9,47.0,52.0,0.991,2004.0,6.0,13.0,6.0,13,0
2277,0.0,1.8,35.0,40.0,1.0019,2004.0,6.0,13.0,6.0,14,0
2278,0.0,2.4,45.0,49.0,1.04,2004.0,6.0,13.0,6.0,15,0
2279,0.0,2.6,53.0,56.0,1.0865,2004.0,6.0,13.0,6.0,16,0
2280,0.0,3.0,57.0,59.0,1.0949,2004.0,6.0,13.0,6.0,17,0
2281,0.0,2.9,71.0,68.0,1.047,2004.0,6.0,13.0,6.0,18,0
2282,0.0,3.5,67.0,72.0,1.0045,2004.0,6.0,13.0,6.0,19,0
2283,0.0,3.6,75.0,78.0,1.0392,2004.0,6.0,13.0,6.0,20,0
2284,0.0,3.6,65.0,71.0,1.0538,2004.0,6.0,13.0,6.0,21,0
2285,0.0,2.3,45.0,54.0,1.0424,2004.0,6.0,13.0,6.0,22,0
2286,0.0,2.6,46.0,57.0,1.0244,2004.0,6.0,13.0,6.0,23,0
2287,0.0,2.0,33.0,45.0,1.0242,2004.0,6.0,14.0,0.0,0,0
2288,0.0,1.2,19.0,30.0,1.0172,2004.0,6.0,14.0,0.0,1,0
2289,0.0,0.7,9.0,16.0,1.0363,2004.0,6.0,14.0,0.0,2,0
2290,0.0,0.5,0.0,0.0,1.063,2004.0,6.0,14.0,0.0,3,0
2292,0.0,0.8,21.0,28.0,1.1545,2004.0,6.0,14.0,0.0,5,0
2293,0.0,3.5,66.0,62.0,1.1596,2004.0,6.0,14.0,0.0,6,0
2294,0.0,7.0,137.0,92.0,1.1389,2004.0,6.0,14.0,0.0,7,1
2295,0.0,8.7,151.0,96.0,1.129,2004.0,6.0,14.0,0.0,8,1
2296,0.0,6.3,115.0,87.0,1.1637,2004.0,6.0,14.0,0.0,9,1
2297,0.0,7.0,118.0,84.0,1.2039,2004.0,6.0,14.0,0.0,10,1
2298,0.0,5.5,95.0,73.0,1.2335,2004.0,6.0,14.0,0.0,11,1
2299,0.0,5.3,86.0,72.0,1.2328,2004.0,6.0,14.0,0.0,12,1
2300,0.0,5.5,85.0,68.0,1.2534,2004.0,6.0,14.0,0.0,13,1
2301,0.0,3.8,66.0,62.0,1.2006,2004.0,6.0,14.0,0.0,14,0
2302,0.0,5.4,74.0,70.0,1.1669,2004.0,6.0,14.0,0.0,15,1
2303,0.0,6.7,108.0,83.0,1.1639,2004.0,6.0,14.0,0.0,16,1
2304,0.0,12.2,150.0,92.0,1.1665,2004.0,6.0,14.0,0.0,17,2
2305,0.0,10.2,157.0,103.0,1.1759,2004.0,6.0,14.0,0.0,18,2
2306,0.0,6.7,93.0,82.0,1.1973,2004.0,6.0,14.0,0.0,19,1
2307,0.0,5.7,76.0,74.0,1.1917,2004.0,6.0,14.0,0.0,20,1
2308,0.0,4.1,57.0,67.0,1.1699,2004.0,6.0,14.0,0.0,21,0
2309,0.0,4.7,64.0,74.0,1.1654,2004.0,6.0,14.0,0.0,22,1
2310,0.0,5.2,59.0,72.0,1.1763,2004.0,6.0,14.0,0.0,23,1
2311,0.0,5.1,68.0,79.0,1.1742,2004.0,6.0,15.0,1.0,0,1
2312,0.0,2.8,31.0,43.0,1.1715,2004.0,6.0,15.0,1.0,1,0
2313,0.0,1.4,21.0,33.0,1.168,2004.0,6.0,15.0,1.0,2,0
2314,0.0,1.0,0.0,0.0,1.1546,2004.0,6.0,15.0,1.0,3,0
2315,0.0,2.0,24.0,38.0,1.18,2004.0,6.0,15.0,1.0,4,0
2316,0.0,3.0,38.0,51.0,1.1994,2004.0,6.0,15.0,1.0,5,0
2317,0.0,7.5,92.0,69.0,1.1911,2004.0,6.0,15.0,1.0,6,0
2318,0.0,24.7,311.0,116.0,1.2049,2004.0,6.0,15.0,1.0,7,2
2319,0.0,24.8,260.0,119.0,1.1508,2004.0,6.0,15.0,1.0,8,2
2320,0.0,10.9,181.0,96.0,1.1421,2004.0,6.0,15.0,1.0,9,2
2321,0.0,11.9,177.0,109.0,1.1349,2004.0,6.0,15.0,1.0,10,2
2322,0.0,16.0,180.0,115.0,1.1399,2004.0,6.0,15.0,1.0,11,2
2323,0.0,15.7,174.0,118.0,1.138,2004.0,6.0,15.0,1.0,12,2
2324,0.0,13.1,140.0,118.0,1.1135,2004.0,6.0,15.0,1.0,13,2
2325,0.0,12.2,122.0,112.0,1.1036,2004.0,6.0,15.0,1.0,14,1
2326,0.0,15.8,189.0,140.0,1.0898,2004.0,6.0,15.0,1.0,15,2
2327,0.0,16.6,169.0,137.0,1.0572,2004.0,6.0,15.0,1.0,16,2
2328,0.0,18.4,172.0,143.0,1.1688,2004.0,6.0,15.0,1.0,17,2
2329,0.0,16.7,154.0,148.0,1.2507,2004.0,6.0,15.0,1.0,18,2
2330,0.0,20.8,192.0,158.0,1.2099,2004.0,6.0,15.0,1.0,19,2
2331,0.0,15.3,160.0,127.0,1.2201,2004.0,6.0,15.0,1.0,20,2
2332,0.0,11.5,110.0,109.0,1.2524,2004.0,6.0,15.0,1.0,21,2
2333,0.0,10.1,97.0,101.0,1.1966,2004.0,6.0,15.0,1.0,22,1
2334,0.0,10.4,124.0,114.0,1.2354,2004.0,6.0,15.0,1.0,23,2
2335,0.0,9.4,108.0,104.0,1.4237,2004.0,6.0,16.0,2.0,0,1
2336,0.0,6.9,61.0,81.0,1.4659,2004.0,6.0,16.0,2.0,1,1
2337,0.0,4.0,34.0,51.0,1.457,2004.0,6.0,16.0,2.0,2,0
2338,0.0,3.0,0.0,0.0,1.4189,2004.0,6.0,16.0,2.0,3,0
2339,0.0,2.6,24.0,40.0,1.3878,2004.0,6.0,16.0,2.0,4,0
2340,0.0,2.4,27.0,34.0,1.3682,2004.0,6.0,16.0,2.0,5,0
2341,0.0,6.8,70.0,61.0,1.3753,2004.0,6.0,16.0,2.0,6,0
2342,0.0,18.9,176.0,95.0,1.4226,2004.0,6.0,16.0,2.0,7,2
2343,0.0,30.2,310.0,142.0,1.4442,2004.0,6.0,16.0,2.0,8,2
2344,0.0,14.9,221.0,128.0,1.3802,2004.0,6.0,16.0,2.0,9,2
2345,0.0,12.2,168.0,115.0,1.3705,2004.0,6.0,16.0,2.0,10,2
2346,0.0,8.3,109.0,84.0,1.314,2004.0,6.0,16.0,2.0,11,1
2347,0.0,9.0,102.0,85.0,1.2958,2004.0,6.0,16.0,2.0,12,1
2348,0.0,13.7,129.0,110.0,1.2547,2004.0,6.0,16.0,2.0,13,2
2349,0.0,14.1,117.0,107.0,1.2271,2004.0,6.0,16.0,2.0,14,2
2350,0.0,12.0,112.0,107.0,1.2472,2004.0,6.0,16.0,2.0,15,2
2351,0.0,12.2,122.0,113.0,1.2877,2004.0,6.0,16.0,2.0,16,2
2352,0.0,13.1,114.0,107.0,1.1855,2004.0,6.0,16.0,2.0,17,2
2353,0.0,12.6,111.0,106.0,1.1415,2004.0,6.0,16.0,2.0,18,2
2354,0.0,18.3,158.0,125.0,1.1968,2004.0,6.0,16.0,2.0,19,2
2355,0.0,17.2,202.0,139.0,1.1981,2004.0,6.0,16.0,2.0,20,2
2356,0.0,12.9,166.0,117.0,1.2079,2004.0,6.0,16.0,2.0,21,2
2357,0.0,13.7,143.0,107.0,1.2251,2004.0,6.0,16.0,2.0,22,2
2358,0.0,13.4,122.0,98.0,1.2226,2004.0,6.0,16.0,2.0,23,2
2359,0.0,13.5,113.0,97.0,1.2325,2004.0,6.0,17.0,3.0,0,2
2360,0.0,9.9,109.0,95.0,1.2446,2004.0,6.0,17.0,3.0,1,2
2361,0.0,4.4,53.0,68.0,1.2572,2004.0,6.0,17.0,3.0,2,0
2362,0.0,4.3,0.0,0.0,1.2661,2004.0,6.0,17.0,3.0,3,0
2364,0.0,3.4,35.0,44.0,1.2569,2004.0,6.0,17.0,3.0,5,0
2365,0.0,9.3,123.0,77.0,1.2635,2004.0,6.0,17.0,3.0,6,1
2366,0.0,23.4,254.0,100.0,1.2777,2004.0,6.0,17.0,3.0,7,2
2367,0.0,27.7,300.0,125.0,1.2957,2004.0,6.0,17.0,3.0,8,2
2368,0.0,22.1,281.0,154.0,1.3548,2004.0,6.0,17.0,3.0,9,2
2369,0.0,10.0,169.0,125.0,1.3603,2004.0,6.0,17.0,3.0,10,1
2370,0.0,8.9,152.0,117.0,1.3548,2004.0,6.0,17.0,3.0,11,1
2371,0.0,9.8,127.0,105.0,1.3319,2004.0,6.0,17.0,3.0,12,1
2372,0.0,9.4,118.0,103.0,1.3244,2004.0,6.0,17.0,3.0,13,1
2373,0.0,9.8,120.0,106.0,1.2885,2004.0,6.0,17.0,3.0,14,1
2374,0.0,9.5,125.0,107.0,1.3058,2004.0,6.0,17.0,3.0,15,1
2375,0.0,9.5,117.0,102.0,1.3306,2004.0,6.0,17.0,3.0,16,1
2376,0.0,15.4,166.0,124.0,1.3689,2004.0,6.0,17.0,3.0,17,2
2377,0.0,19.4,180.0,133.0,1.3686,2004.0,6.0,17.0,3.0,18,2
2378,0.0,16.5,172.0,125.0,1.3169,2004.0,6.0,17.0,3.0,19,2
2379,0.0,14.3,160.0,124.0,1.342,2004.0,6.0,17.0,3.0,20,2
2380,0.0,8.2,103.0,97.0,1.3389,2004.0,6.0,17.0,3.0,21,1
2381,0.0,8.7,87.0,94.0,1.358,2004.0,6.0,17.0,3.0,22,1
2382,0.0,15.2,147.0,120.0,1.394,2004.0,6.0,17.0,3.0,23,2
2383,0.0,10.6,120.0,105.0,1.3914,2004.0,6.0,18.0,4.0,0,1
2384,0.0,6.0,63.0,81.0,1.3777,2004.0,6.0,18.0,4.0,1,0
2385,0.0,3.1,30.0,43.0,1.3467,2004.0,6.0,18.0,4.0,2,0
2386,0.0,2.5,0.0,0.0,1.3405,2004.0,6.0,18.0,4.0,3,0
2387,0.0,1.8,19.0,32.0,1.3184,2004.0,6.0,18.0,4.0,4,0
2388,0.0,2.6,27.0,36.0,1.3002,2004.0,6.0,18.0,4.0,5,0
2389,0.0,6.5,65.0,59.0,1.28,2004.0,6.0,18.0,4.0,6,0
2390,0.0,14.5,169.0,92.0,1.2758,2004.0,6.0,18.0,4.0,7,2
2391,0.0,28.8,244.0,121.0,1.3156,2004.0,6.0,18.0,4.0,8,2
2392,0.0,21.3,274.0,151.0,1.3552,2004.0,6.0,18.0,4.0,9,2
2393,0.0,14.9,202.0,142.0,1.397,2004.0,6.0,18.0,4.0,10,2
2394,0.0,15.6,186.0,141.0,1.4013,2004.0,6.0,18.0,4.0,11,2
2395,0.0,14.3,153.0,129.0,1.363,2004.0,6.0,18.0,4.0,12,2
2396,0.0,12.6,112.0,106.0,1.3324,2004.0,6.0,18.0,4.0,13,1
2397,0.0,13.4,117.0,125.0,1.3478,2004.0,6.0,18.0,4.0,14,1
2398,0.0,12.6,109.0,126.0,1.3761,2004.0,6.0,18.0,4.0,15,2
2399,0.0,14.8,133.0,147.0,1.3514,2004.0,6.0,18.0,4.0,16,2
2400,0.0,18.6,185.0,180.0,1.341,2004.0,6.0,18.0,4.0,17,2
2401,0.0,16.7,167.0,164.0,1.2087,2004.0,6.0,18.0,4.0,18,2
2402,0.0,20.8,218.0,180.0,1.2635,2004.0,6.0,18.0,4.0,19,2
2403,0.0,16.0,171.0,153.0,1.3834,2004.0,6.0,18.0,4.0,20,2
2404,0.0,7.6,78.0,105.0,1.4452,2004.0,6.0,18.0,4.0,21,1
2405,0.0,10.2,84.0,98.0,1.4733,2004.0,6.0,18.0,4.0,22,1
2406,0.0,13.8,110.0,107.0,1.4649,2004.0,6.0,18.0,4.0,23,2
2407,0.0,10.4,87.0,87.0,1.4301,2004.0,6.0,19.0,5.0,0,1
2408,0.0,6.5,58.0,80.0,1.4135,2004.0,6.0,19.0,5.0,1,0
2409,0.0,4.3,39.0,62.0,1.3783,2004.0,6.0,19.0,5.0,2,0
2410,0.0,3.4,0.0,0.0,1.3808,2004.0,6.0,19.0,5.0,3,0
2411,0.0,3.9,38.0,54.0,1.3689,2004.0,6.0,19.0,5.0,4,0
2412,0.0,3.0,41.0,56.0,1.35,2004.0,6.0,19.0,5.0,5,0
2413,0.0,3.2,47.0,62.0,1.3424,2004.0,6.0,19.0,5.0,6,0
2414,0.0,5.6,72.0,72.0,1.3611,2004.0,6.0,19.0,5.0,7,0
2415,0.0,9.1,100.0,86.0,1.3661,2004.0,6.0,19.0,5.0,8,1
2416,0.0,9.7,104.0,99.0,1.402,2004.0,6.0,19.0,5.0,9,1
2417,0.0,8.6,109.0,98.0,1.4411,2004.0,6.0,19.0,5.0,10,1
2418,0.0,9.6,103.0,102.0,1.4517,2004.0,6.0,19.0,5.0,11,1
2419,0.0,9.8,75.0,84.0,1.423,2004.0,6.0,19.0,5.0,12,1
2420,0.0,10.3,72.0,83.0,1.3004,2004.0,6.0,19.0,5.0,13,1
2421,0.0,0.0,56.0,68.0,0.0,2004.0,6.0,19.0,5.0,14,1
2422,0.0,0.0,51.0,63.0,0.0,2004.0,6.0,19.0,5.0,15,1
2423,0.0,0.0,52.0,65.0,0.0,2004.0,6.0,19.0,5.0,16,1
2424,0.0,0.0,46.0,63.0,0.0,2004.0,6.0,19.0,5.0,17,0
2425,0.0,0.0,44.0,56.0,0.0,2004.0,6.0,19.0,5.0,18,1
2426,0.0,0.0,72.0,77.0,0.0,2004.0,6.0,19.0,5.0,19,1
2427,0.0,0.0,88.0,91.0,0.0,2004.0,6.0,19.0,5.0,20,1
2428,0.0,0.0,56.0,70.0,0.0,2004.0,6.0,19.0,5.0,21,1
2429,0.0,0.0,82.0,95.0,0.0,2004.0,6.0,19.0,5.0,22,1
2430,0.0,0.0,125.0,113.0,0.0,2004.0,6.0,19.0,5.0,23,2
2431,0.0,0.0,144.0,109.0,0.0,2004.0,6.0,20.0,6.0,0,2
2432,0.0,0.0,54.0,65.0,0.0,2004.0,6.0,20.0,6.0,1,1
2433,0.0,0.0,48.0,60.0,0.0,2004.0,6.0,20.0,6.0,2,0
2434,0.0,0.0,0.0,0.0,0.0,2004.0,6.0,20.0,6.0,3,1
2436,0.0,0.0,40.0,60.0,0.0,2004.0,6.0,20.0,6.0,5,0
2437,0.0,0.0,48.0,65.0,0.0,2004.0,6.0,20.0,6.0,6,0
2438,0.0,0.0,44.0,55.0,0.0,2004.0,6.0,20.0,6.0,7,0
2439,0.0,0.0,59.0,66.0,0.0,2004.0,6.0,20.0,6.0,8,0
2440,0.0,0.0,59.0,67.0,0.0,2004.0,6.0,20.0,6.0,9,1
2441,0.0,0.0,53.0,64.0,0.0,2004.0,6.0,20.0,6.0,10,1
2442,0.0,0.0,42.0,59.0,0.0,2004.0,6.0,20.0,6.0,11,0
2443,0.0,0.0,43.0,59.0,0.0,2004.0,6.0,20.0,6.0,12,0
2444,0.0,0.0,23.0,36.0,0.0,2004.0,6.0,20.0,6.0,13,0
2445,0.0,0.0,22.0,35.0,0.0,2004.0,6.0,20.0,6.0,14,0
2446,0.0,0.0,37.0,54.0,0.0,2004.0,6.0,20.0,6.0,15,0
2447,0.0,0.0,53.0,71.0,0.0,2004.0,6.0,20.0,6.0,16,1
2448,0.0,0.0,68.0,86.0,0.0,2004.0,6.0,20.0,6.0,17,1
2449,0.0,0.0,125.0,114.0,0.0,2004.0,6.0,20.0,6.0,18,2
2450,0.0,0.0,96.0,105.0,0.0,2004.0,6.0,20.0,6.0,19,2
2451,0.0,0.0,75.0,87.0,0.0,2004.0,6.0,20.0,6.0,20,1
2452,0.0,0.0,74.0,85.0,0.0,2004.0,6.0,20.0,6.0,21,1
2453,0.0,0.0,92.0,91.0,0.0,2004.0,6.0,20.0,6.0,22,2
2454,0.0,0.0,136.0,108.0,0.0,2004.0,6.0,20.0,6.0,23,2
2455,0.0,0.0,119.0,99.0,0.0,2004.0,6.0,21.0,0.0,0,2
2456,0.0,0.0,76.0,83.0,0.0,2004.0,6.0,21.0,0.0,1,2
2457,0.0,0.0,21.0,36.0,0.0,2004.0,6.0,21.0,0.0,2,0
2458,0.0,0.0,0.0,0.0,0.0,2004.0,6.0,21.0,0.0,3,0
2459,0.0,1.5,15.0,24.0,1.1895,2004.0,6.0,21.0,0.0,4,0
2460,0.0,3.5,52.0,43.0,1.193,2004.0,6.0,21.0,0.0,5,0
2461,0.0,8.3,85.0,64.0,1.1865,2004.0,6.0,21.0,0.0,6,1
2462,0.0,17.3,177.0,91.0,1.1702,2004.0,6.0,21.0,0.0,7,2
2463,0.0,23.3,232.0,109.0,1.0919,2004.0,6.0,21.0,0.0,8,2
2464,0.0,13.8,201.0,110.0,1.017,2004.0,6.0,21.0,0.0,9,2
2465,0.0,10.2,134.0,111.0,0.9473,2004.0,6.0,21.0,0.0,10,1
2466,0.0,7.9,104.0,106.0,0.8548,2004.0,6.0,21.0,0.0,11,1
2467,0.0,8.8,89.0,104.0,0.7613,2004.0,6.0,21.0,0.0,12,1
2468,0.0,7.2,66.0,76.0,0.7747,2004.0,6.0,21.0,0.0,13,1
2469,0.0,8.3,85.0,84.0,0.7872,2004.0,6.0,21.0,0.0,14,1
2470,0.0,9.6,105.0,102.0,0.8079,2004.0,6.0,21.0,0.0,15,1
2471,0.0,9.0,99.0,102.0,0.8103,2004.0,6.0,21.0,0.0,16,1
2472,0.0,12.4,132.0,124.0,0.8083,2004.0,6.0,21.0,0.0,17,2
2473,0.0,15.3,186.0,147.0,0.859,2004.0,6.0,21.0,0.0,18,2
2474,0.0,16.1,174.0,138.0,0.9407,2004.0,6.0,21.0,0.0,19,2
2475,0.0,14.1,149.0,126.0,1.0807,2004.0,6.0,21.0,0.0,20,2
2476,0.0,11.4,114.0,112.0,1.1582,2004.0,6.0,21.0,0.0,21,2
